id_str,text
"530717550569869313","RT @taylorcaniff: Everyone please go support my best friend @ShawnMendes new single http://t.co/WzUG89NCH1 it's pretty big😘"
"530717550326587392","I'm so proud of you my → babe http://t.co/TExGICDlnM 💕
Brazil loves you 😉
@ShawnMendes 
#SomethingBigToNumber1
#SomethingBigToNumber1
×209"
"530717550196584451","RT @RAMrecordsltd: .@ANDYC_ram #HeartbeatLoud is out soon! Can't believe #AllNight was a week ago now!!

http://t.co/XThls5aj1o

https://t.…"
"530717548707586048","Go buy Something Big by Shawn Mendes on iTunes ! 🙊 LETS GET HIM TO NUMBER 1
https://t.co/EJ7ecXhv7n #SomethingBigToNumber1 @ShawnMendes 10"
"530717546908237824","RT @LukesReject: This random pine apple looking bitch is hating on me  and stalks my tweets that I tweeted few days ago. She's so obsess. l…"
"530717546287468546","RT @onedirection: So - thoughts on #ReadyToRun from #FOUR? http://t.co/6mXo3EyvY3"
"530717546283298816","RT @JacobWhitesides: Okay for real have a good day at school, make sure you share words with at least one friend https://t.co/aeraZwFG0V I'…"
"530717545825718272","#iPadAir2 #Nexus9 - Recently, Google unveiled its latest 8.9inches Nexus 9 tablet, made in collaboration… http://t.co/0XX4D3EJLp #iPad"
"530717545725452290","RT @Nashgrier: Make sure to get @ShawnMendes new single!- http://t.co/g76beP6HmF let's get it to #1 ! Congrats man! Amazing music! #Somethi…"
"530717541056786432","RT @ShawnMendes: Lets do this ! #SomethingBigToNumber1 spread it around your school today and tell all of your friends to buy ! http://t.co…"
"530717540939337729","BASKETBALL Q&amp;Ⓐ — ""Slamson the Lion"" is the mascot of which NBA team? Ⓢⓐⓒⓡⓐⓜⓔⓝⓣⓞ Ⓚⓘⓝⓖⓢ http://t.co/d2io7VMyFQ"
"530717538888732672","@Nespresso apple crumble mmmm"
"530717537810800640","RT @ShawnMendes: We're #7 on iTunes ! 🙆 #SomethingBigOnElvis song is playing live on air now ! http://t.co/p7YQYwmTbq keep downloading http…"
"530717537257144321","I'm so proud of you my → babe http://t.co/TExGICDlnM 💕
Brazil loves you 😉
@ShawnMendes 
#SomethingBigToNumber1
#SomethingBigToNumber1
×208"
"530717537026465792","RT @onedirection: So - thoughts on #ReadyToRun from #FOUR? http://t.co/6mXo3EyvY3"
"530718330596753409","My Military Savings - Recipes - Washington Apple Cake http://t.co/DcS24vdODc via @MyMilitarySvgs"
"530718329099800577","RT @Daily_Star: Cruel video shows man crying after shop charge him £1190 for #iPhone6 &amp; refuse to refund him: http://t.co/b8qhTklyAK http:/…"
"530718328516780032","RT @camerondallas: Keep rating @ShawnMendes NEW SONG ☺️☺ http://t.co/lVKCwF8PY1 tweet #SomethingBigToNumber1 when you're done (: I'll follo…"
"530718327807963136","Well this is different. Steelers on top, Ravens on bottom as it should be! Who the fuck are these Browns though? http://t.co/yUWvCQP9EW"
"530718327467802627","Apple IPad Air - A1475 - 16GB - White Space Gray ATT WiFi Cell ME991LL/A LOCKED http://t.co/0fO4TuwcaG"
"530718327166205952","if you like #CesCru and #Godpawn then you need to check out this collabo! https://t.co/TIdCpYR9bm #aafu #strangemusic #techn9ne"
"530718326881001472","@IndyTech 
Home button ✔
Volume rocker ✔
Screen ✔
Power button ✔
Pocket sized ✔
Makes calls ✔
 Oh no! Apple better contact their lawyers"
"530718326776156160","RT @onedirection: So - thoughts on #ReadyToRun from #FOUR? http://t.co/6mXo3EyvY3"
"530718326658707456","RT @ShawnMendes: Lets do this ! #SomethingBigToNumber1 spread it around your school today and tell all of your friends to buy ! http://t.co…"
"530718324280553472","RT @geobessa9: “@FeelOIdYett: Remember the Cinnamon Stick from the Apple Jacks commercials? This is him now, feel old yet? http://t.co/spVg…"
"530718323655192578","Apple iPad 3rd Generation 16GB, Wi-Fi + Cellular (Verizon), 9.7in - Black http://t.co/NoNBMdBAqw"
"530718322221150208","RT @iTunesMusic: ""Ready to Run.""
New from @onedirection.
Pre-order the FOUR deluxe edition &amp; get it now.
http://t.co/izqJQPlCa1 http://t.co…"
"530718320916307968","In which iCloud Drive starts becoming truly useful to me: https://t.co/cT9rVlkUsg

Now Apple, please add the same for GarageBand. :)"
"530718320576954368","GO DOWLOAD SOMETHING BIG ON ITUNES NOW http://t.co/fAf7cJWfVr #SomethingBigToNumber1 IM SO PROUD, ITS AMAZING OMG!  @ShawnMendes 3"
"530718320538820608","RT @CalvinHarris: Thank u so much to everyone buying and enjoying the album, i love reading the reactions...If u want it here it is: http:/…"
"530719090047193088","RT @JacobWhitesides: I'll be up tweeting people who buy the song later but thanks for getting it #1 im speechless https://t.co/aeraZwFG0V 😭…"
"530719090009059328","RT @JacobWhitesides: I'll be up tweeting people who buy the song later but thanks for getting it #1 im speechless https://t.co/aeraZwFG0V 😭…"
"530719089975500801","@TieuXueYuan @Mike_teow apple diaodi dwn out 32 de mah /.\ guailan =="
"530719089883635712","MY BATTERY IS DRAINING SO FAST WTF APPLE"
"530719089787154432","RT @ShawnMendes: #7 on iTunes ! 🙆 Head to iTunes now &amp; get my single Something Big ! http://t.co/IVJT5qUf4V #SomethingBigToNumber1 http://t…"
"530719089690685441","RT @JacobWhitesides: I'll be up tweeting people who buy the song later but thanks for getting it #1 im speechless https://t.co/aeraZwFG0V 😭…"
"530719089627770881","RT @TheNickSwenson: I'm so proud of @ShawnMendes! #SomethingBigToNumber1 http://t.co/Yv06XGFYoZ"
"530719089551888385","Daily Deals USA : Genuine Apple Leather iPhone 5 &amp; 5s Slim Case Protective Cover - 5 Color - http://t.co/xcGnfrAHjA #9336"
"530719088843444224","RT @JacobWhitesides: I'll be up tweeting people who buy the song later but thanks for getting it #1 im speechless https://t.co/aeraZwFG0V 😭…"
"530719088654708737","RT @ShawnMendes: #7 on iTunes ! 🙆 Head to iTunes now &amp; get my single Something Big ! http://t.co/IVJT5qUf4V #SomethingBigToNumber1 http://t…"
"530719088650502144","RT @JacobWhitesides: I'll be up tweeting people who buy the song later but thanks for getting it #1 im speechless https://t.co/aeraZwFG0V 😭…"
"530719088491122688","🌸🌸🌸🌸🌸🌸🌸🌸🌸
Everyone go get @ShawnMendes new single 
http://t.co/PCZ6JrppvA
#somethingbigtonumber1
🌸🌸🌸🌸🌸🌸🌸🌸🌸 http://t.co/52DC6FkF7g"
"530719088470130689","RT @ShawnMendes: #7 on iTunes ! 🙆 Head to iTunes now &amp; get my single Something Big ! http://t.co/IVJT5qUf4V #SomethingBigToNumber1 http://t…"
"530719088176144385","RT @cutelikecashew: #SomethingBigToNumber1 

GO MAKE IT HAPPEN 😊😊

http://t.co/0QwCSKfKcM

THIS IS BIG 😊😊

#SomethingBigToNumber1 

@ShawnM…"
"530719088096460801","RT @JacobWhitesides: I'll be up tweeting people who buy the song later but thanks for getting it #1 im speechless https://t.co/aeraZwFG0V 😭…"
"530719847588847616","RT @ShawnMendes: #7 on iTunes ! 🙆 Head to iTunes now &amp; get my single Something Big ! http://t.co/IVJT5qUf4V #SomethingBigToNumber1 http://t…"
"530719847131664384","#WordsOniTunesTonight 🌸
GREECE HAVE TO KNOW . 💖
@JacobWhitesides PROUD OF YOU BAE 😻❤ pls follow me 💜 
-&gt; https://t.co/sKOKUxL6Jd … &lt;- ×481"
"530719846661902336","GET SHAWN'S NEW SONG TO NUMBER 1 HE REALLY DESERVES IT🎶  
🌸
@ShawnMendes 
🌸🌸
#SomethingBigToNumber1
🌸🌸🌸
http://t.co/2EMhTavAZS 
🌸🌸🌸🌸
263"
"530719846208897025","RT @ShawnMendes: #7 on iTunes ! 🙆 Head to iTunes now &amp; get my single Something Big ! http://t.co/IVJT5qUf4V #SomethingBigToNumber1 http://t…"
"530719846011777024","RT @ShawnMendes: Lets do this ! #SomethingBigToNumber1 spread it around your school today and tell all of your friends to buy ! http://t.co…"
"530719844887711745","RT @JacobWhitesides: I'll be up tweeting people who buy the song later but thanks for getting it #1 im speechless https://t.co/aeraZwFG0V 😭…"
"530719844354637825","GO GET  #SomethingBigToNumber1 BUY IT ON ITUNES 
http://t.co/91XL7oomsf @ShawnMendes 202 http://t.co/reQCDvr5vI"
"530719842907996160","RT @ShawnMendes: Lets do this ! #SomethingBigToNumber1 spread it around your school today and tell all of your friends to buy ! http://t.co…"
"530719842798563328","The Apple Effect: The Leaders Shall Become Followers http://t.co/JnGhmr4zUI"
"530719842371117056","RT @ArianaGrande: thanks so much for all the positive #LoveMeHarder feedback &amp; support!! vevo 💭 http://t.co/bLpmmSl2Xf
&amp; iTunes http://t.co…"
"530719842291449857","http://t.co/uXqR3DfDCj #SomethingBigToNumber1
KEEP PUSHING IT BC ITS AMAZING
🎶✌️🎶✌️🎶✌️🎶✌️🎶
http://t.co/jZPpFOoeSF
3"
"530719841817477121","RT @ShawnMendes: #7 on iTunes ! 🙆 Head to iTunes now &amp; get my single Something Big ! http://t.co/IVJT5qUf4V #SomethingBigToNumber1 http://t…"
"530719841221877760","Each RETWEET sends $1 to @WholesomeWave charity! #Farm4Good by playing @Farmville2 http://t.co/ncPZFXYC9w http://t.co/ki21W6UMOC"
"530719841171570688","RT @Shawrenn: WE ARE ALMOST THERE!!!
#GetSomethingBigToNumber1 
#SomethingBigToNumber1 
#MENDESARMY 
https://t.co/SrpNYMgHUV
👼🌿👽💗🌙✨🔥🌸3"
"530719840869167104","The Apple Effect: The Leaders Shall Become Followers http://t.co/X9WnnZOi2f"
"530720605968941057","RT @TheFactsBook: Studies have shown that apple cider vinegar may help lower glucose levels and blood pressure and improved heart health."
"530720605449236481","RT @onedirection: So - thoughts on #ReadyToRun from #FOUR? http://t.co/6mXo3EyvY3"
"530720605189181440","#Farm4Good, RETWEET &amp; play @FarmVille2 to help raise $ for @WholesomeWave charity http://t.co/UVLR5kgf4F http://t.co/s8mb3CWiOt"
"530720605071757312","RT to send $1 of food to those in need! #Farm4Good @WholesomeWave @FarmVille2 http://t.co/yQvu3SoaAb http://t.co/EtfPwKlhs1"
"530720604962308096","Apple iPhone 5c - 16GB - Blue (Sprint) Smartphone - Full read by eBay: Price 10.5 USD (25 Bids) End Time:… http://t.co/CgZAQCXVDZ"
"530720604924936192","RT @ShawnMendes: At #14 now guys ! Lets keep this going up the charts, gift it with all your friends ! #SomethingBigToNumber1 - http://t.co…"
"530720604563849217","BUY SOMETHING BIG  http://t.co/Cf3A1KsjB6 #SomethingBigToNumber1 1"
"530720604362506240","RT @AppIeOfficiel: Apple GLASS - the future is here 📱  http://t.co/d2vCOCOTqt"
"530720604152815618","Apple iPhone 5s - 16GB - Gold Smartphone Unlocked Any Sim Carrier - Full read by eBay: Price 380.0 USD (56 Bids)… http://t.co/8RUAMnJ8A2"
"530720603620143106","2 Apple iPhone 5s 64GB - Silver and Gold Available Now - Full read by eBay: Price 1175.0 USD (72 Bids) End Time:… http://t.co/cznBloBrMD"
"530720603309760512","RT @ShawnMendes: #7 on iTunes ! 🙆 Head to iTunes now &amp; get my single Something Big ! http://t.co/IVJT5qUf4V #SomethingBigToNumber1 http://t…"
"530720603255218177","Cancel my iPhone 6 order 2 months later? Sure, that sounds good. THANKS APPLE AND AT&amp;T!!!!!!! So excited to NOT receive my phone!!!!!!"
"530720603003973632","☺️💕🍭Get something big on iTunes to number 1💕☺️🍭 💕 http://t.co/9X0YO9231c💕 #SomethingBigToNumber1 🍭🍭@ShawnMendes 🍭🍭 x13"
"530720602295132161","RT @Nashgrier: Make sure to get @ShawnMendes new single!- http://t.co/g76beP6HmF let's get it to #1 ! Congrats man! Amazing music! #Somethi…"
"530720601955377152","RT @ShawnMendes: #7 on iTunes ! 🙆 Head to iTunes now &amp; get my single Something Big ! http://t.co/IVJT5qUf4V #SomethingBigToNumber1 http://t…"
"530721368833527808","RT @ShawnMendes: #7 on iTunes ! 🙆 Head to iTunes now &amp; get my single Something Big ! http://t.co/IVJT5qUf4V #SomethingBigToNumber1 http://t…"
"530721368053407744","RT @D_DELUISE: @selenagomez I love your new video http://t.co/FKluwJ75PT really proud of you! :) http://t.co/wL8QFY5m5Z"
"530721367701086208","@ShawnMendes @ShawnMendes

BUY SHAWNS SINGLE!! 

#SometgingBigToNumber1 

http://t.co/I9mBiRz8MN"
"530721367151620096","RT @JacobWhitesides: I'll be up tweeting people who buy the song later but thanks for getting it #1 im speechless https://t.co/aeraZwFG0V 😭…"
"530721366677680129","RT @iBlowJanoskians: 🎶💥🎶💥🎶💥
Everyone go buy #SomethingBig
By @ShawnMendes lets get it to #1
http://t.co/pxx9DNL7mw
#SomethingBigToNumber1 
…"
"530721366438600704","Apple-Pear Salad from #TheRecipeDepository http://t.co/uqoeAvwe4u via @TheRecipeD"
"530721365586755586","ICYMI: Persona 4 The Animation episode of #GALPKunai is out. Stitcher: http://t.co/yWlZxBbZH9 | iTunes: http://t.co/K10atzs20u"
"530721365498662913","RT @royalsam256: I just got my favourite jam #LionHeart here 
http://t.co/48YQTWAsrQ #VoteJakeMiller @jakemiller"
"530721365322895360","I've found the rare item 'Mystery Item' in Auction Wars : Storage King! What can you find? https://t.co/zM2UEZ1Tb9"
"530721364941209602","RT @JacobWhitesides: Get a friend to check it out, and let me know how it goes 😊 https://t.co/aeraZwFG0V"
"530721364765048832","RT @ShawnMendes: #7 on iTunes ! 🙆 Head to iTunes now &amp; get my single Something Big ! http://t.co/IVJT5qUf4V #SomethingBigToNumber1 http://t…"
"530721363506790400","RT @MrsGiFletcher: RT to win a signed card filled with festive cheer! 'The silence and beauty...' #XmasBAM http://t.co/2MTKv6EDoL http://t.…"
"530721362969911296","RT @ShawnMendes: #7 on iTunes ! 🙆 Head to iTunes now &amp; get my single Something Big ! http://t.co/IVJT5qUf4V #SomethingBigToNumber1 http://t…"
"530721362168782848","🔝
    🎶
1⃣
GO GO GO! LOVE YOU @shawnmendes Something Big - Single by Shawn Mendes
https://t.co/Em2PFNRpF0 #SomethingBigToNumber1 
🔊"
"530721361715425282","“@reesonabledoubt: Apple juice in coffee &gt;”what the hell"
"530722122067619841","RT @iTunesMusic: ""Ready to Run.""
New from @onedirection.
Pre-order the FOUR deluxe edition &amp; get it now.
http://t.co/izqJQPlCa1 http://t.co…"
"530722121387753472","@fretzzlim ssshh &gt;  BABS And BELLE In PAST TENSE http://t.co/z4McSsw170"
"530722121274511360","RT @AppIeOfficiel: Apple GLASS - the future is here 📱  http://t.co/d2vCOCOTqt"
"530722120243101696","RT @taylorcaniff: DAMN! Get @JacobWhitesides new single as well!!! https://t.co/UthxUOEEak #BuyWordsOniTunes good stuff man!"
"530722118896328704","HELP ME! I'm stuck at question 17 in The Impossible Test! http://t.co/FD5oZoMG1S http://t.co/aA1Xnm0N9s"
"530722118829211648","【Guardian Cross Wallpaper Collection】Gua・・・URL→[https://t.co/xKFo6UNuvE] http://t.co/fTDgMP9Bmu"
"530722118309539840","RT @ShawnMendes: Who's still up with me !? Lets keep this up #SomethingBigToNumber1 - every purchase counts ! http://t.co/IVJT5qUf4V http:/…"
"530722118221463552","Good  morning San Francisco, New York
http://t.co/zBE2YAq0AC
#Apple #Startup #Vegas #bigdata #Wireless #Crowdfunding 
#google #USA #news"
"530722117562933248","Apple Pay will generate millions this season - Apple could generate a billion dollars through its currently US-onl... http://t.co/7fA4TPNFcT"
"530722116711485440","RT @Nashgrier: Make sure to get @ShawnMendes new single!- http://t.co/g76beP6HmF let's get it to #1 ! Congrats man! Amazing music! #Somethi…"
"530722116338196481","RT @JacobWhitesides: Number 3 on the charts keep going babes ❤️ https://t.co/g9rjl2mLvW everyone gift it at once and spread the word #Words…"
"530722116220375040","#iPadAir2 #Nexus9 - Recently, Google unveiled its latest 8.9inches Nexus 9 tablet, made in collaborat... http://t.co/yWJOAa2H09 - #Apple"
"530722115964514306","RT @onedirection: So - thoughts on #ReadyToRun from #FOUR? http://t.co/6mXo3EyvY3"
"530722115641552896","The Unfair Advantages of Video Marketing, Patience, Commitment &amp; Childbirth w/ @jameswedmore https://t.co/JYnShJS60J"
"530722115457019904","#iPhone6 - It's time to save some of that hard-earned cash with our Daily Deals, featuring exclusive ... http://t.co/yG9dNhLktE - #Apple"
"530722882264236032","RT @JacobWhitesides: #GoBuyWordsOniTunes include the link lets keep blasting it today https://t.co/aeraZwFG0V now is most important ❤️"
"530722881874194433","RT @JacobWhitesides: #GoBuyWordsOniTunes include the link lets keep blasting it today https://t.co/aeraZwFG0V now is most important ❤️"
"530722881685032960","RT @ShawnMendes: We're #7 on iTunes ! 🙆 #SomethingBigOnElvis song is playing live on air now ! http://t.co/p7YQYwmTbq keep downloading http…"
"530722881244643329","RT @JacobWhitesides: #GoBuyWordsOniTunes include the link lets keep blasting it today https://t.co/aeraZwFG0V now is most important ❤️"
"530722881085251586","RT @JacobWhitesides: #GoBuyWordsOniTunes include the link lets keep blasting it today https://t.co/aeraZwFG0V now is most important ❤️"
"530722880917499906","RT @AppIeOfficiel: Apple GLASS - the future is here 📱  http://t.co/d2vCOCOTqt"
"530722880724938753","RT @JacobWhitesides: #GoBuyWordsOniTunes include the link lets keep blasting it today https://t.co/aeraZwFG0V now is most important ❤️"
"530722880611704833","#GoBuyWordsOniTunes https://t.co/ETm29XCBmx ITS PERFECT😍"
"530722880536215553","RT @JacobWhitesides: #GoBuyWordsOniTunes include the link lets keep blasting it today https://t.co/aeraZwFG0V now is most important ❤️"
"530722880519430144","RT @JacobWhitesides: #GoBuyWordsOniTunes include the link lets keep blasting it today https://t.co/aeraZwFG0V now is most important ❤️"
"530722880489676801","RT @ninjaandpirate: He's back in black! And he hasn't tried to murder anyone yet! Woohoo!
http://t.co/dQGUbMp5vV"
"530722880464887808","Is Apple Safe Anymore? WireLurker Affects iPhone Users! - All about the iPhone http://t.co/7jZ0qWkmAu #HAN"
"530722880443531264","RT @JacobWhitesides: #GoBuyWordsOniTunes include the link lets keep blasting it today https://t.co/aeraZwFG0V now is most important ❤️"
"530722880414568448","“@JacobWhitesides: #GoBuyWordsOniTunes include the link lets keep blasting it today https://t.co/AC8hkOV6e2 now is most important ❤️”"
"530722880363831296","RT @JacobWhitesides: #GoBuyWordsOniTunes include the link lets keep blasting it today https://t.co/aeraZwFG0V now is most important ❤️"
"530723641332600832","RT @camerondallas: Keep rating @ShawnMendes NEW SONG ☺️☺ http://t.co/lVKCwF8PY1 tweet #SomethingBigToNumber1 when you're done (: I'll follo…"
"530723641303257088","@JacobWhitesides hate me 
but i love him.
#GoBuyWordsOniTunes  
https://t.co/7DkDccQqlw"
"530723641252921344","Download ""Words"" by Jacob Whitesides 

» http://t.co/ZPN1L5ZBVG    «

@JacobWhitesides if you see this notice me

#WordsOniTunesTonight 40"
"530723641047396352","😨💘👏💿⭐️🎶😨💘👏💿⭐️🎶

CONGRATZZZZ JACOB @JacobWhitesides 
OMFG IM SO PROUD OF YOU 
#GoBuyWordsOniTunes 
https://t.co/MnsoPuB7YT

😨💘👏💿⭐️🎶😨💘👏💿⭐️🎶h"
"530723640971915264","""BE A VOICE NOT AN ECHO."" #quotes #motivation #inspiration #motivationapp  http://t.co/xz0PudSHQ5 http://t.co/wGOt4xPgMF"
"530723640833474560","#GoBuyWordsOniTunes

Buy Words if you haven't yet, he deserves it so much, this song is a masterpiece 💕 https://t.co/y495jk2cKy 21"
"530723640414060544","#BuyWordsOniTunes    https://t.co/IPgxUHThPi THE BEST 99cents you'll ever pay @JacobWhitesides"
"530723640317595648","RT @AppIeOfficiel: Apple GLASS - the future is here 📱  http://t.co/d2vCOCOTqt"
"530723640157806594","#SomethingBigToNumber1 #somethingbigLA  @shawnmendes 
http://t.co/RoFjxarzq9

BUY HIS NEW SONG U'LL LOVE IT
x330 http://t.co/oBdn1wDS9U"
"530723639927529473","jacob i love you 
buy it, you will love it !!!!
 https://t.co/CzMEXL2KOx 
#gobuywordsonitunes
@JacobWhitesides 
11"
"530723639776129026","It's worth listening to, believe me. You won't regret it! Also it would mean a lot to Jacob☺️ #GoBuyWordsOniTunes https://t.co/aVdcd42bhW"
"530723639520272384","#gobuywordsonitunes https://t.co/uEnpaNGYwq is going to be hugggeee @JacobWhitesides oh and please follow meeeeee 💕😊 x5"
"530723639004790784","Hey you #SomethingBigToNumber1 
👇go buy the best song of the year👇
 http://t.co/Jy5LXVBqwz by @ShawnMendes
 is so fucking perfect! x50"
"530723638975021056","RT @JacobWhitesides: #GoBuyWordsOniTunes include the link lets keep blasting it today https://t.co/aeraZwFG0V now is most important ❤️"
"530723638886940672","#GoBuyWordsOniTunes i feel like we let jacob down compared to You're Perfect so let blast this https://t.co/SPR4nG9dMt"
"530724399746265089","@JacobWhitesides wow Jacob ok way to go 
https://t.co/bpVHLqJyrH #GoBuyWordsOniTunes"
"530724399696338944","RT @taylorcaniff: DAMN! Get @JacobWhitesides new single as well!!! https://t.co/UthxUOEEak #BuyWordsOniTunes good stuff man!"
"530724399570489344","#GoBuyWordsOniTunes 

@JacobWhitesides

https://t.co/vK9r7nWh7B

🌸✖️🌸🌸✖️🌸✖️

go buy his song noww!!
--
Jacob follow me?

🌸✖️🌸✖️🌸✖️🌸

xx11"
"530724399557509122","#GoBuyWordsOniTunes 
GO GO GO❤️
https://t.co/uNELtCDvrj @JacobWhitesides 🐳🐳🐳22"
"530724399494987776","@ShawnMendes 
SINGLE SOMETHING BIG IS OUT
GET IT TO NUMBER 1
GO BUY IT NOW
ILY SHAWN
https://t.co/9RxziUkZ3G
×179"
"530724399427506176","RT @JacobWhitesides: #GoBuyWordsOniTunes include the link lets keep blasting it today https://t.co/aeraZwFG0V now is most important ❤️"
"530724399348191232","RT @azzmateo: https://t.co/uxETYiZfSU my babeeeeeeeee #gobuywordsonitunes @JacobWhitesides"
"530724398941372416","RT @ShawnMendes: #7 on iTunes ! 🙆 Head to iTunes now &amp; get my single Something Big ! http://t.co/IVJT5qUf4V #SomethingBigToNumber1 http://t…"
"530724398416658433","#GoBuyWordsOniTunes 
I would describe my love for this song 
but I'm not good with ""Words"" 😽😺

https://t.co/okYwoY5A6D"
"530724398291238913","Wow that was a great workout expirience. Listened to workout music in the car and eating an apple...on the way to get donuts for everybody."
"530724398219952128","#BuyWordsOniTunes 

https://t.co/hf9oaq7sS6

This song is practically heaven

You'll love it! Share with friends! http://t.co/JhzNq78tLh🔳"
"530724397980852224","Stainless Steel Apple Watch to Cost $500, Gold Apple Watch to Cost Between $4000 - $5000? http://t.co/MgN4f0XqO8"
"530724397888569344","In case you didn't before you should click here and get my babe's new single: https://t.co/84X3sxWfDy

So so so proud #GoBuyWordsOniTunes"
"530724397674668032","@ShawnMendes 
#SomethingBigToNumber1 
http://t.co/MaLkEVcmyh

@JacobWhitesides
#GoBuyWordsOniTunes 
https://t.co/J6fldHChqY 

ilysm guys 2"
"530724397657493506","Go buy  #Words you seriously won't regret it I promise  https://t.co/t4hHrZKcY6  #GoBuyWordsOniTunes
@JacobWhitesides 
16"
"530725159079264256","#GoBuyWordsOniTunes https://t.co/eTmLd9bgUN 👈go buy it @JacobWhitesides x32"
"530725158961827841","#GoBuyWordsOniTunes @JacobWhitesides 

buy it here👇 
https://t.co/UN7vSQxjf7

x379"
"530725158714343425","#GoBuyWordsOniTunes do u want to hear a perfect song from this angel? Click here and buy it https://t.co/IV7Rudyp0i 😉"
"530725158705987584","#GoBuyWordsOniTunes bc it's amazing and i will give you a banana https://t.co/bK3c3CLiKI 💕"
"530725158601125888","STOP WHAT UR DOING
#GoBuyWordsOniTunes 
https://t.co/kAhXu30Sf2

JACOB I'M IN LOVE W THIS SONG 😻 I'M SO PROUD 😭 ILYSM PLS FOLLOW ME 💚💛

x250"
"530725158512652290","#GoBuyWordsOniTunes https://t.co/f1WZGESKmC GO BUY IT BEAUTIFUL PEOPLE ALL OVER THE WORLD. IT'S PERF ASF. LEGEND @JacobWhitesides 💘✨💘40"
"530725158248779776","Everybody need to go buy Jacobs' new song words rn!!! 😍
#GoBuyWordsOniTunes 
https://t.co/5OwKRj3zMC @JacobWhitesides 2"
"530725158101606402","RT @ArianaGrande: #LoveMeHarder 💭 http://t.co/bLpmmSl2Xf @theweeknd @hannahluxdavis
&amp; iTunes http://t.co/K7E6uxu1ZD http://t.co/WYv4VXUymR"
"530725158043258880","hey💘 go buy @JacobWhitesides 's new single on 🎶itunes: https://t.co/DlZIPf9tnm its only 99¢ :) you wont regret it because i love it! 😌"
"530725157984550913","RT @onedirection: So - thoughts on #ReadyToRun from #FOUR? http://t.co/6mXo3EyvY3"
"530725157657391104","RT @ShawnMendes: Lets do this ! #SomethingBigToNumber1 spread it around your school today and tell all of your friends to buy ! http://t.co…"
"530725157426708480","#GoBuyWordsOniTunes http://t.co/kyGDK0tC9H  I gifted all my classmates and even the boys loved!!! @JacobWhitesides 21"
"530725157015674880","RT @carterreynolds: Everyone go download @ShawnMendes new song Something Big! http://t.co/UzrsuRmIdi #SomethingBigToNumber1"
"530725156969512960","I'm totally psyched about being part of @FabiennRaphael 's podcast about #mobile. You can check it out here: https://t.co/UwwgFcEGgl"
"530725156663349248","#GoBuyWordsOniTunes

Buy Words if you haven't yet, he deserves it so much, this song is a masterpiece 💕 https://t.co/y495jk2cKy 120"
"530725916696387584","🎤💞🎤
Donwload new single  https://t.co/p50oZkUj7A

#GoBuyWordsOniTunes

Jacob i'm proud of you, Notice me again EU TE AMO #Wordsbrazil 39"
"530725916658655232","#GoBuyWordsOniTunes🙏 https://t.co/0qzaPmqfhH 
do it for our bae @JacobWhitesides 💞
pls follow me! x57"
"530725916607909889","Apple iPod Touch 4th Generation Black (8 GB) http://t.co/6ZME2VuYsC"
"530725916604112896","jacob i love you so much,
im so proud of you💗🙈
https://t.co/dfcRQ14XVQ
#GoBuyWordsOniTunes 
@JacobWhitesides x16"
"530725916591140865","#GoBuyWordsOniTunes http://t.co/nm6sB0Eww2  this is the best song ever go listen it 
@JacobWhitesides i love you so much ♥ x7"
"530725916478304256","#GoBuyWordsOniTunes @JacobWhitesides this is like the best song ever, I love it. Everyone go and by it👌👌 https://t.co/5ij6lj16jV 22"
"530725916201066496","My mom has asked me to go to sleep but pls go and buy words  #GoBuyWordsOniTunes https://t.co/p9Vf0KR6Fo @JacobWhitesides 💕 40"
"530725916113375232","Everyone please buy it if you cant ill try and gift it! #GoBuyWordsOniTunes  https://t.co/BnsOIwxf7j  x9"
"530725916054679552","RT @ShawnMendes: #7 on iTunes ! 🙆 Head to iTunes now &amp; get my single Something Big ! http://t.co/IVJT5qUf4V #SomethingBigToNumber1 http://t…"
"530725915949826048","RT @JacobWhitesides: Keep tweeting that link with the hashtag https://t.co/g9rjl2mLvW #WordsOniTunesTonight"
"530725915714932736","GO BUY @JacobWhitesides NEW SINGLE!!! #GoBuyWordsOniTunes https://t.co/PtaVunhLFG 💕🎶 I'm so proud of you bby 💘 x63"
"530725915538776064","Pre order #Flutes by @NewWorldSound &amp; @ThomasNewson ft me 💪 https://t.co/oSqNcVHBJn"
"530725915526180864","https://t.co/qv18gE3pxe go buy words its amazing and I promise you won't regret it @JacobWhitesides #GoBuyWordsOniTunes 💜💜X21"
"530725915350024192","https://t.co/Kx3JXXU142 YOU HAVE TO BUY THIS SONG. ITS BEYOND AMAZING #BuyWordsOniTunes 5"
"530725914691510273","CLICK THIS FOR SEX TO YOUR EARS
https://t.co/QdO71eqe9h
#GoBuyWordsOniTunes 💜 x12"
"530726672824549376","IM IN SPANISH BUT STILL GO BUY JACOB'S NEW SINGLE!!!!!

https://t.co/LW7VPThYRH
@JacobWhitesides ilysm x5"
"530726672547729408","RT @staystrongbbe: GO BUY JACOB'S SONG ON ITUNES, IT'S AWESOME😍 https://t.co/NMJMGXJGkD #GoBuyWordsOniTunes
19"
"530726672514158594","Everyone #GoBuyWordsOniTunes !!!😍
It's amazing 😭❤
And gift it to your family &amp; friends ok🙌✨
https://t.co/byDeM3o0Yi 
@JacobWhitesides"
